REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,Casualty Type,Sex_x,AGE,Position In Veh,Thrown Out,Injury Extent,Seat Belt,Unit Type,Licence Type,Unit Movement,Number Occupants,Stats Area,Total Units,Total Cas,Day,Time,Area Speed,Position Type,Horizontal Align,Vertical Align,Moisture Cond,Weather Cond,DayNight,Crash Type,Traffic Ctrls
2018-1223-15/08/2019,1,2,Passenger,Female,027,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,3 Country,1,2,Thursday,02:00 pm,110,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-1225-15/08/2019,2,1,Rider,Male,038,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,08:55 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1227-15/08/2019,1,1,Rider,Male,029,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,10:05 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1232-15/08/2019,1,1,Driver,Male,048,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Not Worn,Utility,Full,Straight Ahead,1.0,3 Country,2,1,Friday,09:20 am,80,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1236-15/08/2019,1,1,Driver,Male,047,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,2 Metropolitan,2,3,Friday,04:55 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2018-1236-15/08/2019,1,2,Passenger,Female,065,Rear Seat Left Passenger,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,2 Metropolitan,2,3,Friday,04:55 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2018-1236-15/08/2019,1,3,Passenger,Female,053,Front Seat Left Passenger,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,2 Metropolitan,2,3,Friday,04:55 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Traffic Signals
2018-1237-15/08/2019,1,1,Driver,Female,050,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,05:20 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1244-15/08/2019,1,1,Rider,Male,016,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Learners,Straight Ahead,1.0,3 Country,2,1,Friday,04:05 pm,100,Not Divided,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Rear End,No Control
2018-1245-15/08/2019,1,1,Driver,Male,017,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Learners,Straight Ahead,1.0,1 City,4,1,Friday,10:30 pm,50,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Traffic Signals
2018-1247-15/08/2019,1,1,Driver,Male,018,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Utility,Provisional 2,Straight Ahead,1.0,3 Country,1,1,Friday,01:48 pm,110,Not Divided,"CURVED, VIEW OPEN",Crest of Hill,Dry,Not Raining,Daylight,Left Road - Out of Control,No Control
2018-1248-15/08/2019,2,1,Driver,Female,053,Driver,Not Thrown Out,By Private,Fitted - Worn,Panel Van,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,12:15 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1250-15/08/2019,1,1,Driver,Female,038,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Learners,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,06:40 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1252-15/08/2019,1,1,Driver,Male,051,Driver,Thrown Out,Treated at Hospital,Fitted - Not Worn,Utility,Full,Straight Ahead,1.0,3 Country,1,1,Friday,10:00 pm,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Roll Over,No Control
2018-1254-15/08/2019,2,1,Driver,Female,081,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Saturday,10:20 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1259-15/08/2019,2,1,Driver,Female,041,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,3 Country,2,1,Saturday,11:00 am,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-1261-15/08/2019,1,1,Driver,Male,037,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,2 Metropolitan,2,4,Saturday,12:50 pm,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-1261-15/08/2019,1,2,Passenger,Male,XXX,Rear Seat Left Passenger,Not Thrown Out,Treated at Hospital,Child Restraint - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,2 Metropolitan,2,4,Saturday,12:50 pm,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-1261-15/08/2019,2,1,Driver,Male,084,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,4,Saturday,12:50 pm,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-1261-15/08/2019,2,2,Passenger,Female,077,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,4,Saturday,12:50 pm,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Stop Sign
2018-1263-15/08/2019,2,1,Rider,Male,034,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Unlicenced,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,02:30 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1266-15/08/2019,1,1,Driver,Female,038,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,4.0,2 Metropolitan,2,4,Saturday,01:00 pm,80,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1266-15/08/2019,1,2,Passenger,Female,034,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,4.0,2 Metropolitan,2,4,Saturday,01:00 pm,80,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1266-15/08/2019,1,3,Passenger,Female,009,Rear Seat Right Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,4.0,2 Metropolitan,2,4,Saturday,01:00 pm,80,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1266-15/08/2019,1,4,Passenger,Female,006,Rear Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,4.0,2 Metropolitan,2,4,Saturday,01:00 pm,80,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1267-15/08/2019,2,1,Rider,Male,052,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,04:40 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1268-15/08/2019,1,1,Driver,Female,030,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,2,Wednesday,08:30 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1268-15/08/2019,1,2,Passenger,Female,064,Front Seat Left Passenger,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,2,Wednesday,08:30 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1269-15/08/2019,1,1,Driver,Female,019,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Swerving,2.0,2 Metropolitan,2,1,Saturday,04:35 pm,80,Divided Road,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1270-15/08/2019,2,1,Driver,Male,026,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Saturday,04:40 pm,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1280-15/08/2019,2,1,Driver,Female,025,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,1.0,2 Metropolitan,3,1,Saturday,10:20 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2018-1281-15/08/2019,1,1,Rider,Male,024,Rider of Motorcycle,Not Thrown Out,Treated at Hospital,,Motor Cycle,Full,Overtaking - on Left,1.0,1 City,3,1,Saturday,10:00 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Side Swipe,No Control
2018-1282-15/08/2019,1,1,Driver,Male,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Unlicenced,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,01:10 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1286-15/08/2019,1,1,Driver,Female,020,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Straight Ahead,2.0,2 Metropolitan,2,1,Sunday,10:00 am,50,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1291-15/08/2019,1,1,Driver,Male,019,Driver,Not Thrown Out,Treated at Hospital,Fitted - Not Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,3 Country,2,2,Saturday,10:15 pm,80,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1291-15/08/2019,1,2,Passenger,Male,018,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Not Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,3 Country,2,2,Saturday,10:15 pm,80,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1292-15/08/2019,1,1,Driver,Male,048,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Saturday,10:25 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1293-15/08/2019,1,1,Driver,Female,054,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,3 Country,2,2,Friday,03:50 pm,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1293-15/08/2019,1,2,Passenger,Male,057,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,3 Country,2,2,Friday,03:50 pm,80,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1295-15/08/2019,1,1,Driver,Male,021,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,2.0,2 Metropolitan,4,2,Sunday,12:35 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1295-15/08/2019,1,2,Passenger,Male,019,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 2,Straight Ahead,2.0,2 Metropolitan,4,2,Sunday,12:35 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1299-15/08/2019,2,1,Rider,Male,059,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Sunday,03:25 pm,40,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-1300-15/08/2019,1,1,Rider,Male,060,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Right Turn,1.0,2 Metropolitan,2,1,Sunday,03:32 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Traffic Signals
2018-1302-15/08/2019,1,1,Rider,Male,042,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,1,1,Sunday,05:30 pm,60,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Roll Over,No Control
2018-1303-15/08/2019,2,1,Pedestrian,Female,021,,,Treated at Hospital,,Pedestrian on Footpath/Carpark,,Walking on Footpath,,2 Metropolitan,2,1,Sunday,06:00 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2018-1307-15/08/2019,1,1,Rider,Female,066,,Thrown Out,By Private,,Pedal Cycle,,Straight Ahead,1.0,1 City,2,1,Wednesday,05:30 pm,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1309-15/08/2019,1,1,Driver,Male,018,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Provisional 2,Straight Ahead,1.0,3 Country,2,1,Monday,03:55 am,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1314-15/08/2019,1,1,Driver,Female,063,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,09:08 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
2018-1316-15/08/2019,1,1,Rider,Male,048,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,10:40 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Roll Over,No Control
2018-1318-15/08/2019,1,1,Driver,Female,067,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,08:15 am,60,Cross Road,Straight road,Crest of Hill,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1328-15/08/2019,1,1,Driver,Male,059,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,04:15 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1333-15/08/2019,1,1,Driver,Male,074,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,05:40 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1336-15/08/2019,1,1,Driver,Female,046,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Monday,06:30 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-1336-15/08/2019,1,2,Passenger,Male,009,Front Seat Left Passenger,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,2,Monday,06:30 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Give Way Sign
2018-1338-15/08/2019,1,1,Driver,Female,070,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,06:40 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2018-1339-15/08/2019,1,1,Driver,Female,061,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,U Turn,1.0,2 Metropolitan,3,1,Monday,02:35 pm,40,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2018-1343-15/08/2019,2,1,Rider,Male,044,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,05:45 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Stop Sign
2018-1345-15/08/2019,2,1,Rider,Male,XXX,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,1 City,2,1,Tuesday,06:45 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-1349-15/08/2019,1,1,Passenger,Male,007,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Panel Van,Full,Straight Ahead,2.0,3 Country,2,1,Friday,12:16 pm,100,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1350-15/08/2019,2,1,Driver,Male,040,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Utility,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,06:00 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
2018-1352-15/08/2019,1,1,Driver,Male,029,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,07:30 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1353-15/08/2019,2,1,Driver,Male,028,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Tuesday,07:45 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Traffic Signals
2018-1356-15/08/2019,2,1,Pedestrian,Male,066,,,Treated at Hospital,,Pedestrian on Road,,Crossing without Control,,2 Metropolitan,2,1,Tuesday,08:35 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2018-1360-15/08/2019,1,1,Driver,Female,075,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Monday,10:00 am,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1361-15/08/2019,1,1,Driver,Male,040,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,09:30 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1363-15/08/2019,2,1,Driver,Female,053,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,08:55 am,80,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1364-15/08/2019,3,1,Rider,Male,049,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,9,1,Tuesday,07:20 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Give Way Sign
2018-1368-15/08/2019,1,1,Rider,Male,026,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Provisional 2,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,07:45 am,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1370-15/08/2019,2,1,Driver,Male,032,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Right Turn,1.0,2 Metropolitan,2,1,Tuesday,11:50 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1373-15/08/2019,2,1,Driver,Female,047,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Left Turn,1.0,2 Metropolitan,2,1,Tuesday,11:00 am,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1375-15/08/2019,1,1,Driver,Female,045,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,03:45 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1383-15/08/2019,1,1,Driver,Female,043,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Left Turn,1.0,2 Metropolitan,2,1,Tuesday,06:10 pm,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Give Way Sign
2018-1384-15/08/2019,2,1,Passenger,Female,022,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Right Turn,2.0,2 Metropolitan,2,1,Tuesday,06:00 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2018-1387-15/08/2019,1,1,Driver,Female,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,06:15 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1390-15/08/2019,2,1,Driver,Female,062,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Left Turn,1.0,2 Metropolitan,2,1,Tuesday,09:00 am,60,Cross Road,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2018-1391-15/08/2019,1,1,Passenger,Female,051,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Tuesday,03:30 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2018-1395-15/08/2019,1,1,Driver,Male,055,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Tuesday,08:53 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2018-1404-15/08/2019,1,1,Rider,Male,059,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,09:00 am,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2018-1408-15/08/2019,1,1,Driver,Male,042,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,08:05 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Traffic Signals
2018-1410-15/08/2019,1,1,Driver,Female,022,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,09:00 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2018-1412-15/08/2019,2,1,Driver,Female,065,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Swerving,2.0,2 Metropolitan,2,2,Wednesday,10:25 am,90,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1412-15/08/2019,2,2,Passenger,Female,090,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Swerving,2.0,2 Metropolitan,2,2,Wednesday,10:25 am,90,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2018-1414-15/08/2019,1,1,Driver,Female,061,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,09:00 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
